city,date,confirm,dead,heal,confirm_add
鄂州,1.21,0,0,0,0
恩施州,1.21,0,0,0,0
黄冈,1.21,12,0,0,12
黄石,1.21,0,0,0,0
荆门,1.21,0,0,0,0
荆州,1.21,0,0,0,0
潜江,1.21,0,0,0,0
神农架,1.21,0,0,0,0
十堰,1.21,0,0,0,0
随州,1.21,0,0,0,0
天门,1.21,0,0,0,0
武汉,1.21,258,3,25,60
仙桃,1.21,0,0,0,0
咸宁,1.21,0,0,0,0
襄阳,1.21,0,0,0,0
孝感,1.21,0,0,0,0
宜昌,1.21,0,0,0,0
鄂州,1.22,0,0,0,0
恩施州,1.22,0,0,0,0
黄冈,1.22,12,0,0,12
黄石,1.22,0,0,0,0
荆门,1.22,0,0,0,0
荆州,1.22,0,0,0,0
潜江,1.22,0,0,0,0
神农架,1.22,0,0,0,0
十堰,1.22,0,0,0,0
随州,1.22,0,0,0,0
天门,1.22,0,0,0,0
武汉,1.22,363,3,25,105
仙桃,1.22,0,0,0,0
咸宁,1.22,0,0,0,0
襄阳,1.22,0,0,0,0
孝感,1.22,0,0,0,0
宜昌,1.22,0,0,0,0
鄂州,1.23,0,0,0,0
恩施州,1.23,0,0,0,0
黄冈,1.23,12,0,0,12
黄石,1.23,0,0,0,0
荆门,1.23,1,0,0,1
荆州,1.23,6,0,0,6
潜江,1.23,0,0,0,0
神农架,1.23,0,0,0,0
十堰,1.23,0,0,0,0
随州,1.23,0,0,0,0
天门,1.23,0,0,0,0
武汉,1.23,425,3,25,62
仙桃,1.23,0,0,0,0
咸宁,1.23,0,0,0,0
襄阳,1.23,0,0,0,0
孝感,1.23,0,0,0,0
宜昌,1.23,0,0,0,0
鄂州,1.24,0,0,0,0
恩施州,1.24,0,0,0,0
黄冈,1.24,12,0,0,12
黄石,1.24,0,0,0,0
荆门,1.24,8,0,0,7
荆州,1.24,8,0,0,2
潜江,1.24,0,0,0,0
神农架,1.24,0,0,0,0
十堰,1.24,1,0,0,1
随州,1.24,0,0,0,0
天门,1.24,0,0,0,0
武汉,1.24,495,23,31,70
仙桃,1.24,2,0,0,2
咸宁,1.24,0,0,0,0
襄阳,1.24,0,0,0,0
孝感,1.24,22,0,0,22
宜昌,1.24,1,0,0,1
鄂州,1.25,0,0,0,0
恩施州,1.25,11,0,0,11
黄冈,1.25,64,0,0,52
黄石,1.25,0,0,0,0
荆门,1.25,21,0,0,13
荆州,1.25,10,0,0,2
潜江,1.25,0,0,0,0
神农架,1.25,0,0,0,0
十堰,1.25,5,0,0,4
随州,1.25,5,0,0,5
天门,1.25,3,0,0,3
武汉,1.25,572,38,32,77
仙桃,1.25,10,0,0,8
咸宁,1.25,0,0,0,0
襄阳,1.25,0,0,0,0
孝感,1.25,26,0,0,4
宜昌,1.25,1,0,0,0
鄂州,1.26,1,0,0,1
恩施州,1.26,17,0,0,6
黄冈,1.26,122,0,0,58
黄石,1.26,31,1,0,31
荆门,1.26,38,0,0,17
荆州,1.26,33,0,0,23
潜江,1.26,0,0,0,0
神农架,1.26,0,0,0,0
十堰,1.26,20,0,0,15
随州,1.26,36,0,0,31
天门,1.26,5,0,0,2
武汉,1.26,618,45,40,46
仙桃,1.26,11,0,0,1
咸宁,1.26,43,0,0,43
襄阳,1.26,2,0,0,2
孝感,1.26,55,0,0,29
宜昌,1.26,20,1,0,19
鄂州,1.27,20,0,0,19
恩施州,1.27,25,0,0,8
黄冈,1.27,154,0,0,32
黄石,1.27,36,1,0,5
荆门,1.27,90,0,0,52
荆州,1.27,47,0,0,14
潜江,1.27,5,0,0,5
神农架,1.27,0,0,0,0
十堰,1.27,40,0,0,20
随州,1.27,52,0,0,16
天门,1.27,13,0,0,8
武汉,1.27,698,63,42,80
仙桃,1.27,12,0,0,1
咸宁,1.27,66,0,0,21
襄阳,1.27,36,0,0,34
孝感,1.27,100,0,0,45
宜昌,1.27,31,1,0,11
鄂州,1.28,57,0,0,37
恩施州,1.28,38,0,0,13
黄冈,1.28,213,4,2,59
黄石,1.28,53,1,0,17
荆门,1.28,114,3,0,24
荆州,1.28,71,2,1,24
潜江,1.28,7,1,0,2
神农架,1.28,1,0,0,1
十堰,1.28,65,0,0,25
随州,1.28,70,0,0,18
天门,1.28,23,2,0,10
武汉,1.28,1590,85,44,892
仙桃,1.28,27,0,0,15
咸宁,1.28,91,0,0,27
襄阳,1.28,70,0,0,34
孝感,1.28,173,1,0,73
宜昌,1.28,51,1,0,20
鄂州,1.29,84,1,0,27
恩施州,1.29,51,0,0,13
黄冈,1.29,324,5,2,111
黄石,1.29,86,1,0,33
荆门,1.29,142,4,0,28
荆州,1.29,101,2,1,30
潜江,1.29,8,1,0,1
神农架,1.29,3,0,0,2
十堰,1.29,88,0,0,23
随州,1.29,116,0,0,46
天门,1.29,34,3,0,11
武汉,1.29,1905,104,51,315
仙桃,1.29,32,0,0,5
咸宁,1.29,112,0,0,21
襄阳,1.29,131,0,0,61
孝感,1.29,274,3,0,101
宜昌,1.29,63,1,0,12
鄂州,1.3,123,2,0,39
恩施州,1.3,66,0,0,15
黄冈,1.3,496,12,2,172
黄石,1.3,113,1,0,27
荆门,1.3,191,4,0,49
荆州,1.3,151,3,1,50
潜江,1.3,10,1,0,2
神农架,1.3,5,0,0,2
十堰,1.3,119,0,0,31
随州,1.3,143,0,0,27
天门,1.3,44,3,0,10
武汉,1.3,2261,129,54,356
仙桃,1.3,55,0,0,23
咸宁,1.3,130,0,0,18
襄阳,1.3,163,0,0,32
孝感,1.3,399,6,0,125
宜昌,1.3,117,1,0,54
鄂州,1.31,189,6,0,66
恩施州,1.31,75,0,0,9
黄冈,1.31,573,12,6,77
黄石,1.31,168,1,0,55
荆门,1.31,227,5,0,36
荆州,1.31,221,3,1,70
潜江,1.31,12,1,0,2
神农架,1.31,7,0,2,2
十堰,1.31,150,0,0,31
随州,1.31,228,1,0,85
天门,1.31,67,0,0,23
武汉,1.31,2639,159,98,378
仙桃,1.31,90,1,0,35
咸宁,1.31,166,0,0,36
襄阳,1.31,286,0,0,123
孝感,1.31,541,9,2,142
宜昌,1.31,167,2,0,50
鄂州,2.01,227,9,0,38
恩施州,2.01,87,0,0,12
黄冈,2.01,726,14,17,153
黄石,2.01,209,2,0,41
荆门,2.01,251,5,1,24
荆州,2.01,287,4,1,66
潜江,2.01,27,1,0,15
神农架,2.01,7,0,2,0
十堰,2.01,177,0,0,27
随州,2.01,304,1,0,76
天门,2.01,82,7,0,15
武汉,2.01,3215,192,106,576
仙桃,2.01,97,1,0,7
咸宁,2.01,206,0,1,40
襄阳,2.01,347,0,0,61
孝感,2.01,628,12,2,87
宜昌,2.01,276,1,0,109
鄂州,2.02,278,13,0,51
恩施州,2.02,105,0,4,18
黄冈,2.02,1002,15,27,276
黄石,2.02,252,2,8,43
荆门,2.02,329,7,3,78
荆州,2.02,333,4,1,46
潜江,2.02,35,1,0,8
神农架,2.02,7,0,2,0
十堰,2.02,212,0,1,35
随州,2.02,384,3,3,80
天门,2.02,99,7,0,17
武汉,2.02,4109,224,181,894
仙桃,2.02,140,3,0,43
咸宁,2.02,246,0,1,40
襄阳,2.02,441,0,0,94
孝感,2.02,749,14,2,121
宜昌,2.02,353,1,0,77
鄂州,2.03,306,15,0,28
恩施州,2.03,111,0,4,6
黄冈,2.03,1246,17,27,244
黄石,2.03,334,2,9,82
荆门,2.03,345,11,3,16
荆州,2.03,499,6,1,166
潜江,2.03,0,0,0,0
神农架,2.03,10,0,2,0
十堰,2.03,256,0,1,44
随州,2.03,458,5,3,74
天门,2.03,115,10,0,16
武汉,2.03,5142,265,224,1033
仙桃,2.03,169,3,0,29
咸宁,2.03,296,0,1,50
襄阳,2.03,548,0,1,107
孝感,2.03,918,14,2,169
宜昌,2.03,392,1,2,39
鄂州,2.04,332,18,4,26
恩施州,2.04,123,0,5,12
黄冈,2.04,1422,19,39,176
黄石,2.04,405,2,10,71
荆门,2.04,400,14,6,55
荆州,2.04,613,7,6,114
潜江,2.04,44,1,0,9
神农架,2.04,10,0,2,3
十堰,2.04,291,0,6,35
随州,2.04,641,6,3,183
天门,2.04,117,10,0,2
武汉,2.04,6384,313,303,1242
仙桃,2.04,188,3,0,19
咸宁,2.04,348,0,1,52
襄阳,2.04,632,1,7,84
孝感,2.04,1120,17,4,202
宜昌,2.04,452,3,2,60
鄂州,2.05,382,18,6,50
恩施州,2.05,138,0,6,15
黄冈,2.05,1645,25,52,223
黄石,2.05,509,2,18,104
荆门,2.05,422,16,16,22
荆州,2.05,713,9,12,100
潜江,2.05,54,1,0,10
神农架,2.05,10,0,2,3
十堰,2.05,318,0,9,27
随州,2.05,706,8,9,65
天门,2.05,128,10,0,11
武汉,2.05,8351,362,373,1967
仙桃,2.05,225,4,0,37
咸宁,2.05,384,0,2,36
襄阳,2.05,735,2,7,103
孝感,2.05,1462,18,6,342
宜昌,2.05,496,4,9,44
鄂州,2.06,423,18,8,41
恩施州,2.06,144,0,10,6
黄冈,2.06,1807,29,64,162
黄石,2.06,566,2,25,57
荆门,2.06,508,17,21,86
荆州,2.06,801,10,18,88
潜江,2.06,64,1,0,10
神农架,2.06,10,0,2,3
十堰,2.06,353,0,14,35
随州,2.06,834,9,9,128
天门,2.06,138,10,1,10
武汉,2.06,10117,414,459,1766
仙桃,2.06,265,5,0,40
咸宁,2.06,399,1,3,15
襄阳,2.06,787,2,25,52
孝感,2.06,1886,25,9,424
宜昌,2.06,563,6,9,67
鄂州,2.07,471,18,9,48
恩施州,2.07,157,0,10,13
黄冈,2.07,1897,32,66,90
黄石,2.07,635,2,31,69
荆门,2.07,553,17,24,45
荆州,2.07,885,10,22,84
潜江,2.07,74,1,0,10
神农架,2.07,10,0,2,3
十堰,2.07,395,0,24,42
随州,2.07,915,9,9,81
天门,2.07,163,10,1,25
武汉,2.07,11618,478,534,1501
仙桃,2.07,307,5,11,42
咸宁,2.07,443,1,6,44
襄阳,2.07,838,3,29,51
孝感,2.07,2141,25,25,255
宜昌,2.07,610,7,11,47
鄂州,2.08,569,20,33,98
恩施州,2.08,160,0,20,3
黄冈,2.08,2041,36,105,144
黄石,2.08,703,2,48,68
荆门,2.08,588,18,36,35
荆州,2.08,941,11,30,56
潜江,2.08,80,2,2,6
神农架,2.08,10,0,2,0
十堰,2.08,438,0,40,43
随州,2.08,953,9,23,38
天门,2.08,179,10,1,16
武汉,2.08,13603,545,743,1985
仙桃,2.08,359,5,14,52
咸宁,2.08,476,2,16,33
襄阳,2.08,907,5,34,69
孝感,2.08,2313,26,42,172
宜昌,2.08,633,8,25,23
鄂州,2.09,639,21,43,70
恩施州,2.09,171,0,23,11
黄冈,2.09,2141,43,148,100
黄石,2.09,760,2,61,57
荆门,2.09,663,19,51,75
荆州,2.09,997,13,40,56
潜江,2.09,82,2,2,2
神农架,2.09,10,0,6,0
十堰,2.09,467,0,40,29
随州,2.09,984,9,23,31
天门,2.09,197,10,10,18
武汉,2.09,14982,608,877,1379
仙桃,2.09,379,5,16,20
咸宁,2.09,493,4,37,17
襄阳,2.09,988,7,40,81
孝感,2.09,2436,29,50,123
宜昌,2.09,711,8,36,78
鄂州,2.1,725,24,48,89
恩施州,2.1,187,0,24,21
黄冈,2.1,2252,45,189,115
黄石,2.1,805,3,67,52
荆门,2.1,641,20,63,12
荆州,2.1,1045,15,46,48
潜江,2.1,85,2,3,3
神农架,2.1,10,0,6,0
十堰,2.1,481,0,46,14
随州,2.1,1049,10,23,65
天门,2.1,217,10,10,20
武汉,2.1,16902,681,1034,1921
仙桃,2.1,416,7,16,37
咸宁,2.1,507,4,44,14
襄阳,2.1,1019,9,42,57
孝感,2.1,2541,33,81,105
宜昌,2.1,749,8,43,45
鄂州,2.11,790,26,61,65
恩施州,2.11,195,2,31,8
黄冈,2.11,2332,52,279,80
黄石,2.11,835,5,82,30
荆门,2.11,656,21,69,15
荆州,2.11,1075,17,56,30
潜江,2.11,90,3,3,5
神农架,2.11,10,0,6,0
十堰,2.11,505,1,59,24
随州,2.11,1095,12,26,46
天门,2.11,261,10,12,44
武汉,2.11,18454,748,1206,1552
仙桃,2.11,438,11,41,22
咸宁,2.11,515,5,51,8
襄阳,2.11,1063,12,49,44
孝感,2.11,2642,41,139,101
宜昌,2.11,772,8,52,23
鄂州,2.12,861,28,72,71
恩施州,2.12,203,3,38,8
黄冈,2.12,2398,54,338,66
黄石,2.12,874,6,96,39
荆门,2.12,696,24,81,40
荆州,2.12,1110,21,80,35
潜江,2.12,90,5,8,0
神农架,2.12,10,0,7,0
十堰,2.12,536,1,70,31
随州,2.12,1129,12,51,34
天门,2.12,293,10,12,32
武汉,2.12,19558,820,1377,1104
仙桃,2.12,460,13,43,22
咸宁,2.12,525,6,65,10
襄阳,2.12,1088,12,60,25
孝感,2.12,2751,45,179,109
宜昌,2.12,784,8,62,12
鄂州,2.13,1065,30,95,204
恩施州,2.13,229,4,48,26
黄冈,2.13,2662,58,427,264
黄石,2.13,911,9,113,37
荆门,2.13,927,24,92,231
荆州,2.13,1431,23,102,321
潜江,2.13,94,5,8,4
神农架,2.13,10,0,8,0
十堰,2.13,562,1,81,26
随州,2.13,1160,14,62,31
天门,2.13,362,10,13,69
武汉,2.13,32994,1036,1915,13436
仙桃,2.13,480,16,48,20
咸宁,2.13,534,7,84,9
襄阳,2.13,1101,13,66,13
孝感,2.13,2874,49,207,123
宜昌,2.13,810,11,72,26
鄂州,2.14,1125,32,116,69
恩施州,2.14,237,4,58,8
黄冈,2.14,2791,59,504,163
黄石,2.14,943,11,137,32
荆门,2.14,901,25,105,21
荆州,2.14,1447,27,159,54
潜江,2.14,104,5,11,10
神农架,2.14,10,0,8,0
十堰,2.14,586,2,89,24
随州,2.14,1206,16,72,46
天门,2.14,416,10,21,54
武汉,2.14,35991,1124,2285,3910
仙桃,2.14,500,17,58,20
咸宁,2.14,732,8,99,200
襄阳,2.14,1111,16,73,10
孝感,2.14,3009,57,255,135
宜昌,2.14,877,13,81,67
鄂州,2.15,1192,33,199,67
恩施州,2.15,244,4,71,7
黄冈,2.15,2817,68,611,26
黄石,2.15,980,13,170,37
荆门,2.15,902,28,112,6
荆州,2.15,1478,32,192,43
潜江,2.15,116,5,12,12
神农架,2.15,10,0,8,0
十堰,2.15,597,2,100,12
随州,2.15,1232,19,96,28
天门,2.15,422,10,21,8
武汉,2.15,37914,1123,2502,1923
仙桃,2.15,514,17,63,14
咸宁,2.15,840,8,127,108
襄阳,2.15,1128,18,85,17
孝感,2.15,3114,62,313,105
宜昌,2.15,906,15,92,29
鄂州,2.16,1230,34,222,38
恩施州,2.16,247,4,76,3
黄冈,2.16,2823,75,716,6
黄石,2.16,988,14,192,8
荆门,2.16,909,30,117,7
荆州,2.16,1490,36,263,12
潜江,2.16,166,6,12,50
神农架,2.16,10,0,8,0
十堰,2.16,602,2,116,5
随州,2.16,1254,22,113,22
天门,2.16,447,10,27,25
武汉,2.16,39462,1233,2915,1548
仙桃,2.16,523,17,87,9
咸宁,2.16,852,8,152,12
襄阳,2.16,1144,19,114,16
孝感,2.16,3201,65,353,87
宜昌,2.16,901,21,140,0
鄂州,2.17,1274,35,244,44
恩施州,2.17,249,4,81,2
黄冈,2.17,2831,78,838,8
黄石,2.17,983,15,206,0
荆门,2.17,915,33,132,6
荆州,2.17,1501,37,305,11
潜江,2.17,182,6,18,16
神农架,2.17,10,0,8,0
十堰,2.17,612,2,126,10
随州,2.17,1267,24,140,13
天门,2.17,485,10,39,38
武汉,2.17,41152,1309,3458,1690
仙桃,2.17,531,19,107,8
咸宁,2.17,861,10,181,9
襄阳,2.17,1155,20,151,11
孝感,2.17,3279,70,449,78
宜昌,2.17,895,24,156,0
鄂州,2.18,1339,36,265,65
恩施州,2.18,250,4,90,1
黄冈,2.18,2828,84,941,0
黄石,2.18,985,20,215,2
荆门,2.18,900,33,143,0
荆州,2.18,1537,38,339,36
潜江,2.18,185,6,27,3
神农架,2.18,10,0,10,0
十堰,2.18,626,2,144,14
随州,2.18,1278,25,198,11
天门,2.18,500,11,55,15
武汉,2.18,42752,1381,4219,1600
仙桃,2.18,544,19,121,13
咸宁,2.18,868,10,204,7
襄阳,2.18,1163,21,182,8
孝感,2.18,3320,75,523,41
宜昌,2.18,904,24,186,9
鄂州,2.19,1343,37,301,4
恩施州,2.19,249,3,96,0
黄冈,2.19,2844,85,1059,16
黄石,2.19,983,25,262,0
荆门,2.19,901,33,181,1
荆州,2.19,1541,38,409,4
潜江,2.19,185,6,40,0
神农架,2.19,10,0,10,0
十堰,2.19,638,2,164,12
随州,2.19,1280,26,254,2
天门,2.19,486,11,73,0
武汉,2.19,44412,1497,4895,1660
仙桃,2.19,562,19,149,18
咸宁,2.19,832,10,225,0
襄阳,2.19,1165,22,230,2
孝感,2.19,3344,82,572,24
宜昌,2.19,907,25,208,3
鄂州,2.2,1368,38,350,25
恩施州,2.2,249,3,102,0
黄冈,2.2,2866,87,1149,22
黄石,2.2,985,26,299,2
荆门,2.2,906,34,201,5
荆州,2.2,1553,40,451,12
潜江,2.2,185,7,49,0
神农架,2.2,10,0,10,0
十堰,2.2,643,2,187,3
随州,2.2,1288,27,308,3
天门,2.2,488,12,133,2
武汉,2.2,45027,1585,5448,615
仙桃,2.2,567,19,184,5
咸宁,2.2,834,10,268,2
襄阳,2.2,1168,23,294,2
孝感,2.2,3410,89,673,66
宜昌,2.2,910,27,231,3
鄂州,2.21,1373,39,375,5
恩施州,2.21,250,3,112,1
黄冈,2.21,2883,90,1274,17
黄石,2.21,992,27,339,7
荆门,2.21,912,37,229,6
荆州,2.21,1560,40,531,7
潜江,2.21,188,7,57,3
神农架,2.21,10,0,10,0
十堰,2.21,656,2,209,13
随州,2.21,1292,28,386,4
天门,2.21,492,12,165,4
武汉,2.21,45346,1684,6214,319
仙桃,2.21,568,19,210,1
咸宁,2.21,834,10,313,0
襄阳,2.21,1171,24,343,3
孝感,2.21,3427,94,771,17
宜昌,2.21,914,28,250,4
鄂州,2.22,1375,39,386,2
恩施州,2.22,251,3,117,1
黄冈,2.22,2899,95,1408,16
黄石,2.22,997,28,391,5
荆门,2.22,914,37,296,2
荆州,2.22,1566,40,612,6
潜江,2.22,189,8,67,1
神农架,2.22,11,0,10,1
十堰,2.22,659,2,239,3
随州,2.22,1296,29,443,4
天门,2.22,493,12,198,1
武汉,2.22,45660,1774,7206,314
仙桃,2.22,571,19,231,3
咸宁,2.22,836,11,358,2
襄阳,2.22,1173,26,402,2
孝感,2.22,3429,98,917,2
宜昌,2.22,914,29,273,0
鄂州,2.23,1379,40,417,4
恩施州,2.23,251,3,123,0
黄冈,2.23,2904,98,1540,5
黄石,2.23,1001,29,442,4
荆门,2.23,918,37,361,4
荆州,2.23,1574,41,681,8
潜江,2.23,191,8,78,2
神农架,2.23,11,0,10,0
十堰,2.23,667,2,267,8
随州,2.23,1300,30,498,4
天门,2.23,494,13,232,1
武汉,2.23,46201,1856,8171,541
仙桃,2.23,571,19,248,0
咸宁,2.23,836,11,398,0
襄阳,2.23,1173,28,463,0
孝感,2.23,3443,102,1078,14
宜昌,2.23,917,29,289,3
鄂州,2.24,1383,40,465,4
恩施州,2.24,251,4,146,0
黄冈,2.24,2904,103,1659,0
黄石,2.24,1005,30,490,4
荆门,2.24,920,37,389,2
荆州,2.24,1574,42,734,3
潜江,2.24,194,8,82,3
神农架,2.24,11,0,10,0
十堰,2.24,669,2,293,2
随州,2.24,1303,33,551,3
天门,2.24,494,13,258,0
武汉,2.24,46607,1987,8946,348
仙桃,2.24,573,19,268,2
咸宁,2.24,836,11,445,0
襄阳,2.24,1174,29,521,1
孝感,2.24,3465,108,1177,22
宜昌,2.24,924,29,304,7
鄂州,2.25,1385,41,496,2
恩施州,2.25,251,4,151,0
黄冈,2.25,2904,106,1760,0
黄石,2.25,1008,31,534,3
荆门,2.25,920,37,432,0
荆州,2.25,1576,42,776,2
潜江,2.25,195,8,91,1
神农架,2.25,11,0,10,0
十堰,2.25,671,3,315,2
随州,2.25,1305,36,601,2
天门,2.25,495,13,282,1
武汉,2.25,47071,2043,10337,464
仙桃,2.25,575,19,316,2
咸宁,2.25,836,11,504,0
襄阳,2.25,1175,30,593,1
孝感,2.25,3482,110,1328,17
宜昌,2.25,926,29,328,2
鄂州,2.26,1387,41,543,2
恩施州,2.26,251,4,158,0
黄冈,2.26,2904,107,1852,0
黄石,2.26,1011,32,585,3
荆门,2.26,922,37,469,2
荆州,2.26,1577,44,822,1
潜江,2.26,196,9,94,1
神农架,2.26,11,0,10,0
十堰,2.26,671,3,348,0
随州,2.26,1306,37,652,1
天门,2.26,496,13,286,1
武汉,2.26,47441,2085,11793,370
仙桃,2.26,575,19,337,0
咸宁,2.26,836,11,560,0
襄阳,2.26,1175,30,653,0
孝感,2.26,3501,113,1388,19
宜昌,2.26,927,30,362,1
鄂州,2.27,1389,42,611,2
恩施州,2.27,251,4,164,0
黄冈,2.27,2904,110,1948,0
黄石,2.27,1013,33,613,2
荆门,2.27,923,37,508,1
荆州,2.27,1579,45,867,2
潜江,2.27,197,9,97,1
神农架,2.27,11,0,10,0
十堰,2.27,671,3,372,0
随州,2.27,1307,37,693,1
天门,2.27,496,13,307,0
武汉,2.27,47824,2104,13328,383
仙桃,2.27,575,19,356,0
咸宁,2.27,836,11,607,0
襄阳,2.27,1175,31,701,0
孝感,2.27,3516,113,1622,15
宜昌,2.27,929,30,396,2
鄂州,2.28,1389,43,685,0
恩施州,2.28,251,4,172,0
黄冈,2.28,2904,114,2041,0
黄石,2.28,1013,33,653,0
荆门,2.28,924,37,534,1
荆州,2.28,1579,46,913,0
潜江,2.28,198,9,99,1
神农架,2.28,11,0,10,0
十堰,2.28,671,6,389,0
随州,2.28,1307,38,740,0
天门,2.28,496,13,332,0
武汉,2.28,48137,2132,15826,313
仙桃,2.28,575,19,388,0
咸宁,2.28,836,11,644,0
襄阳,2.28,1175,32,753,0
孝感,2.28,3517,114,1795,1
宜昌,2.28,931,31,429,2
鄂州,2.29,1390,44,747,1
恩施州,2.29,252,4,181,1
黄冈,2.29,2904,115,2119,0
黄石,2.29,1013,34,675,0
荆门,2.29,924,37,563,0
荆州,2.29,1579,46,965,0
潜江,2.29,198,9,107,0
神农架,2.29,11,0,10,0
十堰,2.29,671,7,421,0
随州,2.29,1307,40,797,0
天门,2.29,496,13,362,0
武汉,2.29,48557,2169,17552,420
仙桃,2.29,575,19,408,0
咸宁,2.29,836,11,677,0
襄阳,2.29,1175,33,802,0
孝感,2.29,3518,115,2047,1
宜昌,2.29,931,31,462,0
鄂州,3.01,1391,47,784,1
恩施州,3.01,252,4,192,0
黄冈,3.01,2905,115,2171,1
黄石,3.01,1014,34,697,1
荆门,3.01,925,37,604,1
荆州,3.01,1579,46,1034,0
潜江,3.01,198,9,119,0
神农架,3.01,11,0,11,0
十堰,3.01,672,7,441,1
随州,3.01,1307,40,835,0
天门,3.01,496,13,371,0
武汉,3.01,49122,2195,19227,565
仙桃,3.01,575,19,438,0
咸宁,3.01,836,12,692,0
襄阳,3.01,1175,34,850,0
孝感,3.01,3518,118,2215,0
宜昌,3.01,931,31,506,0
鄂州,3.02,1391,48,814,0
恩施州,3.02,252,4,193,0
黄冈,3.02,2905,116,2260,0
黄石,3.02,1014,35,729,0
荆门,3.02,927,39,622,2
荆州,3.02,1580,48,1096,1
潜江,3.02,198,9,122,0
神农架,3.02,11,0,11,0
十堰,3.02,672,7,459,0
随州,3.02,1307,40,865,0
天门,3.02,496,14,393,0
武汉,3.02,49426,2251,23031,111
仙桃,3.02,575,19,461,0
咸宁,3.02,836,12,730,0
襄阳,3.02,1175,34,885,0
孝感,3.02,3518,120,2397,0
宜昌,3.02,931,31,535,0
鄂州,3.03,1391,48,840,0
恩施州,3.03,252,4,198,0
黄冈,3.03,2907,119,2343,2
黄石,3.03,1014,35,752,0
荆门,3.03,928,39,650,1
荆州,3.03,1580,48,1144,0
潜江,3.03,198,9,128,0
神农架,3.03,11,0,11,0
十堰,3.03,672,7,491,0
随州,3.03,1307,42,893,0
天门,3.03,496,14,414,0
武汉,3.03,49540,2282,24890,114
仙桃,3.03,575,20,467,0
咸宁,3.03,836,12,749,0
襄阳,3.03,1175,34,913,0
孝感,3.03,3518,120,2560,0
宜昌,3.03,931,32,583,0
鄂州,3.04,1392,49,880,1
恩施州,3.04,252,4,205,0
黄冈,3.04,2907,121,2406,0
黄石,3.04,1014,36,783,0
荆门,3.04,928,39,664,0
荆州,3.04,1580,48,1215,0
潜江,3.04,198,9,142,0
神农架,3.04,11,0,11,0
十堰,3.04,672,7,505,0
随州,3.04,1307,42,937,0
天门,3.04,496,14,421,0
武汉,3.04,49671,2305,26316,131
仙桃,3.04,575,20,477,0
咸宁,3.04,836,14,759,0
襄阳,3.04,1175,34,940,0
孝感,3.04,3518,120,2713,0
宜昌,3.04,931,32,608,0
鄂州,3.05,1394,52,912,2
恩施州,3.05,252,5,207,0
